id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
HGNC:9565,GENE,PSMD7,MOV34|P40|Rpn8|S12,"proteasome 26S subunit, non-ATPase 7","The 26S proteasome is a multicatalytic proteinase complex with a highly ordered structure composed of 2 complexes, a 20S core and a 19S regulator. The 20S core is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. The 19S regulator is composed of a base, which contains 6 ATPase subunits and 2 non-ATPase subunits, and a lid, which contains up to 10 non-ATPase subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a non-ATPase subunit of the 19S regulator. A pseudogene has been identified on chromosome 17. [provided by RefSeq, Jul 2008]."
HGNC:19426,GENE,IPO4,Imp4,importin 4,NA
HGNC:9535,GENE,PSMA6,IOTA|PROS27|p27K,proteasome 20S subunit alpha 6,"The proteasome is a multicatalytic proteinase complex with a highly ordered ring-shaped 20S core structure. The core structure is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a member of the peptidase T1A family, that is a 20S core alpha subunit. Multiple transcript variants encoding several different isoforms have been found for this gene. A pseudogene has been identified on the Y chromosome. [provided by RefSeq, Aug 2013]."
HGNC:3208,GENE,EEF1B2,EEF1B|EEF1B1|EF1B,eukaryotic translation elongation factor 1 beta 2,"This gene encodes a translation elongation factor. The protein is a guanine nucleotide exchange factor involved in the transfer of aminoacylated tRNAs to the ribosome. Alternative splicing results in three transcript variants which differ only in the 5' UTR. [provided by RefSeq, Jul 2008]."
HGNC:4272,GENE,GIT1,p95-APP1,GIT ArfGAP 1,NA
HGNC:2091,GENE,CLTB,LCB,clathrin light chain B,"Clathrin is a large, soluble protein composed of heavy and light chains. It functions as the main structural component of the lattice-type cytoplasmic face of coated pits and vesicles which entrap specific macromolecules during receptor-mediated endocytosis. This gene encodes one of two clathrin light chain proteins which are believed to function as regulatory elements. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2008]."
HGNC:3999,GENE,FTL,LFTD|NBIA3,ferritin light chain,"This gene encodes the light subunit of the ferritin protein. Ferritin is the major intracellular iron storage protein in prokaryotes and eukaryotes. It is composed of 24 subunits of the heavy and light ferritin chains. Variation in ferritin subunit composition may affect the rates of iron uptake and release in different tissues. A major function of ferritin is the storage of iron in a soluble and nontoxic state. Defects in this light chain ferritin gene are associated with several neurodegenerative diseases and hyperferritinemia-cataract syndrome. This gene has multiple pseudogenes. [provided by RefSeq, Jul 2008]."
HP:0001347,DISO,Hyperreflexia,NA,Hyperreflexia,NA
HGNC:20045,GENE,GEMIN7,SIP3,gem nuclear organelle associated protein 7,"The protein encoded by this gene is a component of the core SMN complex, which is required for pre-mRNA splicing in the nucleus. The encoded protein is found in the nucleoplasm, in nuclear 'gems' (Gemini of Cajal bodies), and in the cytoplasm. Three transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008]."
HGNC:4897,GENE,HGS,HRS,hepatocyte growth factor-regulated tyrosine kinase substrate,"The protein encoded by this gene regulates endosomal sorting and plays a critical role in the recycling and degradation of membrane receptors. The encoded protein sorts monoubiquitinated membrane proteins into the multivesicular body, targeting these proteins for lysosome-dependent degradation. [provided by RefSeq, Dec 2010]."
HGNC:163,GENE,ACTN1,BDPLT15,actinin alpha 1,"Alpha actinins belong to the spectrin gene superfamily which represents a diverse group of cytoskeletal proteins, including the alpha and beta spectrins and dystrophins. Alpha actinin is an actin-binding protein with multiple roles in different cell types. In nonmuscle cells, the cytoskeletal isoform is found along microfilament bundles and adherens-type junctions, where it is involved in binding actin to the membrane. In contrast, skeletal, cardiac, and smooth muscle isoforms are localized to the Z-disc and analogous dense bodies, where they help anchor the myofibrillar actin filaments. This gene encodes a nonmuscle, cytoskeletal, alpha actinin isoform and maps to the same site as the structurally similar erythroid beta spectrin gene. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]."
HGNC:9299,GENE,PPP2CA,NEDLBA|PP2Ac|PP2CA|PP2Calpha|RP-C,protein phosphatase 2 catalytic subunit alpha,"This gene encodes the phosphatase 2A catalytic subunit. Protein phosphatase 2A is one of the four major Ser/Thr phosphatases, and it is implicated in the negative control of cell growth and division. It consists of a common heteromeric core enzyme, which is composed of a catalytic subunit and a constant regulatory subunit, that associates with a variety of regulatory subunits. This gene encodes an alpha isoform of the catalytic subunit. [provided by RefSeq, Jul 2008]."
HP:0001250,DISO,Seizure,NA,Seizure,NA
HGNC:5960,GENE,IKBKB,IKK-beta|IKK2|IKKB|IMD15|IMD15A|IMD15B|NFKBIKB,inhibitor of nuclear factor kappa B kinase subunit beta,"The protein encoded by this gene phosphorylates the inhibitor in the inhibitor/NF-kappa-B complex, causing dissociation of the inhibitor and activation of NF-kappa-B. The encoded protein itself is found in a complex of proteins. Several transcript variants, some protein-coding and some not, have been found for this gene. [provided by RefSeq, Sep 2011]."
HGNC:5246,GENE,HSPB1,CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27,heat shock protein family B (small) member 1,"This gene encodes a member of the small heat shock protein (HSP20) family of proteins. In response to environmental stress, the encoded protein translocates from the cytoplasm to the nucleus and functions as a molecular chaperone that promotes the correct folding of other proteins. This protein plays an important role in the differentiation of a wide variety of cell types. Expression of this gene is correlated with poor clinical outcome in multiple human cancers, and the encoded protein may promote cancer cell proliferation and metastasis, while protecting cancer cells from apoptosis. Mutations in this gene have been identified in human patients with Charcot-Marie-Tooth disease and distal hereditary motor neuropathy. [provided by RefSeq, Aug 2017]."
HGNC:6877,GENE,MAPK3,ERK-1|ERK1|ERT2|HS44KDAP|HUMKER1A|P44ERK1|P44MAPK|PRKM3|p44-ERK1|p44-MAPK,mitogen-activated protein kinase 3,"The protein encoded by this gene is a member of the MAP kinase family. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act in a signaling cascade that regulates various cellular processes such as proliferation, differentiation, and cell cycle progression in response to a variety of extracellular signals. This kinase is activated by upstream kinases, resulting in its translocation to the nucleus where it phosphorylates nuclear targets. Alternatively spliced transcript variants encoding different protein isoforms have been described. [provided by RefSeq, Jul 2008]."
HGNC:903,GENE,AXIN1,AXIN|PPP1R49,axin 1,"This gene encodes a cytoplasmic protein which contains a regulation of G-protein signaling (RGS) domain and a dishevelled and axin (DIX) domain. The encoded protein interacts with adenomatosis polyposis coli, catenin beta-1, glycogen synthase kinase 3 beta, protein phosphate 2, and itself. This protein functions as a negative regulator of the wingless-type MMTV integration site family, member 1 (WNT) signaling pathway and can induce apoptosis. The crystal structure of a portion of this protein, alone and in a complex with other proteins, has been resolved. Mutations in this gene have been associated with hepatocellular carcinoma, hepatoblastomas, ovarian endometriod adenocarcinomas, and medullablastomas. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2016]."
HP:0008936,DISO,Muscular hypotonia of the trunk,NA,Muscular hypotonia of the trunk,NA
HGNC:563,GENE,AP2B1,ADTB2|AP105B|AP2-BETA|CLAPB1,adaptor related protein complex 2 subunit beta 1,"The protein encoded by this gene is one of two large chain components of the assembly protein complex 2, which serves to link clathrin to receptors in coated vesicles. The encoded protein is found on the cytoplasmic face of coated vesicles in the plasma membrane. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]."
HGNC:10832,GENE,SH3GL3,CNSA3|EEN-B2|HsT19371|SH3D2C|SH3P13,"SH3 domain containing GRB2 like 3, endophilin A3",NA
HGNC:5045,GENE,HNRNPL,HNRPL|P/OKcl.14|hnRNP-L,heterogeneous nuclear ribonucleoprotein L,"Heterogeneous nuclear RNAs (hnRNAs) which include mRNA precursors and mature mRNAs are associated with specific proteins to form heterogenous ribonucleoprotein (hnRNP) complexes. Heterogeneous nuclear ribonucleoprotein L is among the proteins that are stably associated with hnRNP complexes and along with other hnRNP proteins is likely to play a major role in the formation, packaging, processing, and function of mRNA. Heterogeneous nuclear ribonucleoprotein L is present in the nucleoplasm as part of the HNRP complex. HNRP proteins have also been identified outside of the nucleoplasm. Exchange of hnRNP for mRNA-binding proteins accompanies transport of mRNA from the nucleus to the cytoplasm. Since HNRP proteins have been shown to shuttle between the nucleus and the cytoplasm, it is possible that they also have cytoplasmic functions. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]."
HGNC:17162,GENE,LSM5,YER146W,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated","Sm-like proteins were identified in a variety of organisms based on sequence homology with the Sm protein family (see SNRPD2; MIM 601061). Sm-like proteins contain the Sm sequence motif, which consists of 2 regions separated by a linker of variable length that folds as a loop. The Sm-like proteins are thought to form a stable heteromer present in tri-snRNP particles, which are important for pre-mRNA splicing.[supplied by OMIM, Apr 2004]."
